Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Luleå-Kallax Flygplats;162860;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1958-03-01 00:00:01;1958-04-01 00:00:00;1958-03;-8.2;Y
1958-04-01 00:00:01;1958-05-01 00:00:00;1958-04;-2.1;Y
1958-05-01 00:00:01;1958-06-01 00:00:00;1958-05;4.5;Y
1958-06-01 00:00:01;1958-07-01 00:00:00;1958-06;12.1;Y
1958-07-01 00:00:01;1958-08-01 00:00:00;1958-07;13.6;Y
1958-08-01 00:00:01;1958-09-01 00:00:00;1958-08;14.0;Y
1958-09-01 00:00:01;1958-10-01 00:00:00;1958-09;9.4;Y
1958-10-01 00:00:01;1958-11-01 00:00:00;1958-10;3.8;Y
1958-11-01 00:00:01;1958-12-01 00:00:00;1958-11;1.3;Y
1958-12-01 00:00:01;1959-01-01 00:00:00;1958-12;-11.8;Y
1959-01-01 00:00:01;1959-02-01 00:00:00;1959-01;-10.8;Y
1959-02-01 00:00:01;1959-03-01 00:00:00;1959-02;-2.9;Y
1959-03-01 00:00:01;1959-04-01 00:00:00;1959-03;-0.5;Y
1959-04-01 00:00:01;1959-05-01 00:00:00;1959-04;-0.5;Y
1959-05-01 00:00:01;1959-06-01 00:00:00;1959-05;7.0;Y
1959-06-01 00:00:01;1959-07-01 00:00:00;1959-06;12.3;Y
1959-07-01 00:00:01;1959-08-01 00:00:00;1959-07;15.7;Y
1959-08-01 00:00:01;1959-09-01 00:00:00;1959-08;14.2;Y
1959-09-01 00:00:01;1959-10-01 00:00:00;1959-09;8.2;Y
1959-10-01 00:00:01;1959-11-01 00:00:00;1959-10;3.1;Y
1959-11-01 00:00:01;1959-12-01 00:00:00;1959-11;-2.4;Y
1959-12-01 00:00:01;1960-01-01 00:00:00;1959-12;-6.6;Y
1960-01-01 00:00:01;1960-02-01 00:00:00;1960-01;-13.7;Y
1960-02-01 00:00:01;1960-03-01 00:00:00;1960-02;-12.2;Y
1960-03-01 00:00:01;1960-04-01 00:00:00;1960-03;-5.7;Y
1960-04-01 00:00:01;1960-05-01 00:00:00;1960-04;0.1;Y
1960-05-01 00:00:01;1960-06-01 00:00:00;1960-05;9.2;Y
1960-06-01 00:00:01;1960-07-01 00:00:00;1960-06;14.3;Y
1960-07-01 00:00:01;1960-08-01 00:00:00;1960-07;17.2;Y
1960-08-01 00:00:01;1960-09-01 00:00:00;1960-08;15.0;Y
1960-09-01 00:00:01;1960-10-01 00:00:00;1960-09;9.3;Y
1960-10-01 00:00:01;1960-11-01 00:00:00;1960-10;-2.4;Y
1960-11-01 00:00:01;1960-12-01 00:00:00;1960-11;-5.4;Y
1960-12-01 00:00:01;1961-01-01 00:00:00;1960-12;-7.3;Y
1961-01-01 00:00:01;1961-02-01 00:00:00;1961-01;-12.4;Y
1961-02-01 00:00:01;1961-03-01 00:00:00;1961-02;-4.4;Y
1961-03-01 00:00:01;1961-04-01 00:00:00;1961-03;-2.5;Y
1961-04-01 00:00:01;1961-05-01 00:00:00;1961-04;-1.0;Y
1961-05-01 00:00:01;1961-06-01 00:00:00;1961-05;5.7;Y
1961-06-01 00:00:01;1961-07-01 00:00:00;1961-06;14.3;Y
1961-07-01 00:00:01;1961-08-01 00:00:00;1961-07;16.8;Y
1961-08-01 00:00:01;1961-09-01 00:00:00;1961-08;13.8;Y
1961-09-01 00:00:01;1961-10-01 00:00:00;1961-09;9.3;Y
1961-10-01 00:00:01;1961-11-01 00:00:00;1961-10;7.4;Y
1961-11-01 00:00:01;1961-12-01 00:00:00;1961-11;0.1;Y
1961-12-01 00:00:01;1962-01-01 00:00:00;1961-12;-10.9;Y
1962-01-01 00:00:01;1962-02-01 00:00:00;1962-01;-10.1;Y
1962-02-01 00:00:01;1962-03-01 00:00:00;1962-02;-9.9;Y
1962-03-01 00:00:01;1962-04-01 00:00:00;1962-03;-14.3;Y
1962-04-01 00:00:01;1962-05-01 00:00:00;1962-04;1.5;Y
1962-05-01 00:00:01;1962-06-01 00:00:00;1962-05;5.7;Y
1962-06-01 00:00:01;1962-07-01 00:00:00;1962-06;11.3;Y
1962-07-01 00:00:01;1962-08-01 00:00:00;1962-07;14.0;Y
1962-08-01 00:00:01;1962-09-01 00:00:00;1962-08;11.7;Y
1962-09-01 00:00:01;1962-10-01 00:00:00;1962-09;7.7;Y
1962-10-01 00:00:01;1962-11-01 00:00:00;1962-10;4.7;Y
1962-11-01 00:00:01;1962-12-01 00:00:00;1962-11;-2.3;Y
1962-12-01 00:00:01;1963-01-01 00:00:00;1962-12;-10.9;Y
1963-01-01 00:00:01;1963-02-01 00:00:00;1963-01;-11.6;Y
1963-02-01 00:00:01;1963-03-01 00:00:00;1963-02;-12.7;Y
1963-03-01 00:00:01;1963-04-01 00:00:00;1963-03;-9.8;Y
1963-04-01 00:00:01;1963-05-01 00:00:00;1963-04;0.6;Y
1963-05-01 00:00:01;1963-06-01 00:00:00;1963-05;8.4;Y
1963-06-01 00:00:01;1963-07-01 00:00:00;1963-06;12.0;Y
1963-07-01 00:00:01;1963-08-01 00:00:00;1963-07;14.3;Y
1963-08-01 00:00:01;1963-09-01 00:00:00;1963-08;14.4;Y
1963-09-01 00:00:01;1963-10-01 00:00:00;1963-09;10.9;Y
1963-10-01 00:00:01;1963-11-01 00:00:00;1963-10;3.8;Y
1963-11-01 00:00:01;1963-12-01 00:00:00;1963-11;-5.2;Y
1963-12-01 00:00:01;1964-01-01 00:00:00;1963-12;-8.1;Y
1964-01-01 00:00:01;1964-02-01 00:00:00;1964-01;-4.4;Y
1964-02-01 00:00:01;1964-03-01 00:00:00;1964-02;-12.7;Y
1964-03-01 00:00:01;1964-04-01 00:00:00;1964-03;-7.6;Y
1964-04-01 00:00:01;1964-05-01 00:00:00;1964-04;-0.4;Y
1964-05-01 00:00:01;1964-06-01 00:00:00;1964-05;6.3;Y
1964-06-01 00:00:01;1964-07-01 00:00:00;1964-06;10.6;Y
1964-07-01 00:00:01;1964-08-01 00:00:00;1964-07;14.0;Y
1964-08-01 00:00:01;1964-09-01 00:00:00;1964-08;13.3;Y
1964-09-01 00:00:01;1964-10-01 00:00:00;1964-09;7.5;Y
1964-10-01 00:00:01;1964-11-01 00:00:00;1964-10;5.7;Y
1964-11-01 00:00:01;1964-12-01 00:00:00;1964-11;-2.3;Y
1964-12-01 00:00:01;1965-01-01 00:00:00;1964-12;-6.7;Y
1965-01-01 00:00:01;1965-02-01 00:00:00;1965-01;-10.2;Y
1965-02-01 00:00:01;1965-03-01 00:00:00;1965-02;-8.5;Y
1965-03-01 00:00:01;1965-04-01 00:00:00;1965-03;-6.9;Y
1965-04-01 00:00:01;1965-05-01 00:00:00;1965-04;-0.1;Y
1965-05-01 00:00:01;1965-06-01 00:00:00;1965-05;3.6;Y
1965-06-01 00:00:01;1965-07-01 00:00:00;1965-06;12.1;Y
1965-07-01 00:00:01;1965-08-01 00:00:00;1965-07;13.8;Y
1965-08-01 00:00:01;1965-09-01 00:00:00;1965-08;12.2;Y
1965-09-01 00:00:01;1965-10-01 00:00:00;1965-09;10.2;Y
1965-10-01 00:00:01;1965-11-01 00:00:00;1965-10;3.6;Y
1965-11-01 00:00:01;1965-12-01 00:00:00;1965-11;-8.0;Y
1965-12-01 00:00:01;1966-01-01 00:00:00;1965-12;-13.0;Y
1966-01-01 00:00:01;1966-02-01 00:00:00;1966-01;-18.1;Y
1966-02-01 00:00:01;1966-03-01 00:00:00;1966-02;-20.7;Y
1966-03-01 00:00:01;1966-04-01 00:00:00;1966-03;-11.8;Y
1966-04-01 00:00:01;1966-05-01 00:00:00;1966-04;-2.8;Y
1966-05-01 00:00:01;1966-06-01 00:00:00;1966-05;5.2;Y
1966-06-01 00:00:01;1966-07-01 00:00:00;1966-06;14.5;Y
1966-07-01 00:00:01;1966-08-01 00:00:00;1966-07;16.2;Y
1966-08-01 00:00:01;1966-09-01 00:00:00;1966-08;13.4;Y
1966-09-01 00:00:01;1966-10-01 00:00:00;1966-09;6.0;Y
1966-10-01 00:00:01;1966-11-01 00:00:00;1966-10;1.3;Y
1966-11-01 00:00:01;1966-12-01 00:00:00;1966-11;-1.9;Y
1966-12-01 00:00:01;1967-01-01 00:00:00;1966-12;-5.5;Y
1967-01-01 00:00:01;1967-02-01 00:00:00;1967-01;-16.5;Y
1967-02-01 00:00:01;1967-03-01 00:00:00;1967-02;-7.4;Y
1967-03-01 00:00:01;1967-04-01 00:00:00;1967-03;-2.1;Y
1967-04-01 00:00:01;1967-05-01 00:00:00;1967-04;0.7;Y
1967-05-01 00:00:01;1967-06-01 00:00:00;1967-05;5.5;Y
1967-06-01 00:00:01;1967-07-01 00:00:00;1967-06;11.9;Y
1967-07-01 00:00:01;1967-08-01 00:00:00;1967-07;14.5;Y
1967-08-01 00:00:01;1967-09-01 00:00:00;1967-08;14.1;Y
1967-09-01 00:00:01;1967-10-01 00:00:00;1967-09;10.3;Y
1967-10-01 00:00:01;1967-11-01 00:00:00;1967-10;3.2;Y
1967-11-01 00:00:01;1967-12-01 00:00:00;1967-11;0.9;Y
1967-12-01 00:00:01;1968-01-01 00:00:00;1967-12;-15.0;Y
1968-01-01 00:00:01;1968-02-01 00:00:00;1968-01;-16.9;Y
1968-02-01 00:00:01;1968-03-01 00:00:00;1968-02;-14.8;Y
1968-03-01 00:00:01;1968-04-01 00:00:00;1968-03;-4.5;Y
1968-04-01 00:00:01;1968-05-01 00:00:00;1968-04;1.3;Y
1968-05-01 00:00:01;1968-06-01 00:00:00;1968-05;4.0;Y
1968-06-01 00:00:01;1968-07-01 00:00:00;1968-06;13.1;Y
1968-07-01 00:00:01;1968-08-01 00:00:00;1968-07;14.4;Y
1968-08-01 00:00:01;1968-09-01 00:00:00;1968-08;13.1;Y
1968-09-01 00:00:01;1968-10-01 00:00:00;1968-09;6.7;Y
1968-10-01 00:00:01;1968-11-01 00:00:00;1968-10;-2.3;Y
1968-11-01 00:00:01;1968-12-01 00:00:00;1968-11;-7.9;Y
1968-12-01 00:00:01;1969-01-01 00:00:00;1968-12;-4.1;Y
1969-01-01 00:00:01;1969-02-01 00:00:00;1969-01;-11.7;Y
1969-02-01 00:00:01;1969-03-01 00:00:00;1969-02;-17.0;Y
1969-03-01 00:00:01;1969-04-01 00:00:00;1969-03;-8.2;Y
1969-04-01 00:00:01;1969-05-01 00:00:00;1969-04;-0.6;Y
1969-05-01 00:00:01;1969-06-01 00:00:00;1969-05;4.7;Y
1969-06-01 00:00:01;1969-07-01 00:00:00;1969-06;13.9;Y
1969-07-01 00:00:01;1969-08-01 00:00:00;1969-07;15.5;Y
1969-08-01 00:00:01;1969-09-01 00:00:00;1969-08;15.9;Y
1969-09-01 00:00:01;1969-10-01 00:00:00;1969-09;8.1;Y
1969-10-01 00:00:01;1969-11-01 00:00:00;1969-10;3.8;Y
1969-11-01 00:00:01;1969-12-01 00:00:00;1969-11;-6.0;Y
1969-12-01 00:00:01;1970-01-01 00:00:00;1969-12;-10.5;Y
1970-01-01 00:00:01;1970-02-01 00:00:00;1970-01;-11.7;Y
1970-02-01 00:00:01;1970-03-01 00:00:00;1970-02;-17.6;Y
1970-03-01 00:00:01;1970-04-01 00:00:00;1970-03;-5.1;Y
1970-04-01 00:00:01;1970-05-01 00:00:00;1970-04;-2.4;Y
1970-05-01 00:00:01;1970-06-01 00:00:00;1970-05;5.9;Y
1970-06-01 00:00:01;1970-07-01 00:00:00;1970-06;15.2;Y
1970-07-01 00:00:01;1970-08-01 00:00:00;1970-07;15.7;Y
1970-08-01 00:00:01;1970-09-01 00:00:00;1970-08;14.7;Y
1970-09-01 00:00:01;1970-10-01 00:00:00;1970-09;7.7;Y
1970-10-01 00:00:01;1970-11-01 00:00:00;1970-10;2.1;Y
1970-11-01 00:00:01;1970-12-01 00:00:00;1970-11;-6.1;Y
1970-12-01 00:00:01;1971-01-01 00:00:00;1970-12;-5.5;Y
1971-01-01 00:00:01;1971-02-01 00:00:00;1971-01;-8.7;Y
1971-02-01 00:00:01;1971-03-01 00:00:00;1971-02;-10.2;Y
1971-03-01 00:00:01;1971-04-01 00:00:00;1971-03;-10.3;Y
1971-04-01 00:00:01;1971-05-01 00:00:00;1971-04;-1.0;Y
1971-05-01 00:00:01;1971-06-01 00:00:00;1971-05;6.1;Y
1971-06-01 00:00:01;1971-07-01 00:00:00;1971-06;12.8;Y
1971-07-01 00:00:01;1971-08-01 00:00:00;1971-07;14.9;Y
1971-08-01 00:00:01;1971-09-01 00:00:00;1971-08;13.9;Y
1971-09-01 00:00:01;1971-10-01 00:00:00;1971-09;7.7;Y
1971-10-01 00:00:01;1971-11-01 00:00:00;1971-10;2.2;Y
1971-11-01 00:00:01;1971-12-01 00:00:00;1971-11;-8.0;Y
1971-12-01 00:00:01;1972-01-01 00:00:00;1971-12;-5.8;Y
1972-01-01 00:00:01;1972-02-01 00:00:00;1972-01;-10.8;Y
1972-02-01 00:00:01;1972-03-01 00:00:00;1972-02;-9.9;Y
1972-03-01 00:00:01;1972-04-01 00:00:00;1972-03;-4.8;Y
1972-04-01 00:00:01;1972-05-01 00:00:00;1972-04;0.2;Y
1972-05-01 00:00:01;1972-06-01 00:00:00;1972-05;5.0;Y
1972-06-01 00:00:01;1972-07-01 00:00:00;1972-06;13.7;Y
1972-07-01 00:00:01;1972-08-01 00:00:00;1972-07;19.1;Y
1972-08-01 00:00:01;1972-09-01 00:00:00;1972-08;14.0;Y
1972-09-01 00:00:01;1972-10-01 00:00:00;1972-09;8.2;Y
1972-10-01 00:00:01;1972-11-01 00:00:00;1972-10;2.9;Y
1972-11-01 00:00:01;1972-12-01 00:00:00;1972-11;-4.3;Y
1972-12-01 00:00:01;1973-01-01 00:00:00;1972-12;-1.6;Y
1973-01-01 00:00:01;1973-02-01 00:00:00;1973-01;-3.3;Y
1973-02-01 00:00:01;1973-03-01 00:00:00;1973-02;-8.9;Y
1973-03-01 00:00:01;1973-04-01 00:00:00;1973-03;-2.3;Y
1973-04-01 00:00:01;1973-05-01 00:00:00;1973-04;-0.0;Y
1973-05-01 00:00:01;1973-06-01 00:00:00;1973-05;6.0;Y
1973-06-01 00:00:01;1973-07-01 00:00:00;1973-06;14.0;Y
1973-07-01 00:00:01;1973-08-01 00:00:00;1973-07;19.2;Y
1973-08-01 00:00:01;1973-09-01 00:00:00;1973-08;13.1;Y
1973-09-01 00:00:01;1973-10-01 00:00:00;1973-09;5.8;Y
1973-10-01 00:00:01;1973-11-01 00:00:00;1973-10;-0.9;Y
1973-11-01 00:00:01;1973-12-01 00:00:00;1973-11;-6.6;Y
1973-12-01 00:00:01;1974-01-01 00:00:00;1973-12;-12.5;Y
1974-01-01 00:00:01;1974-02-01 00:00:00;1974-01;-5.6;Y
1974-02-01 00:00:01;1974-03-01 00:00:00;1974-02;-6.2;Y
